Property Class Name,Period,Slice,As Of,Geography Name,Inventory SF,Market Asking Rent/SF,Net Absorption SF 12 Mo,Net Delivered SF 12 Mo,Vacancy Rate,Existing Buildings
Retail,2025 Q3,All,2025 Q2,El Paso - TX USA - Northeast Butterfield Trail,21164,21.1,-22,-1,0.0992250978015363%,3
Retail,2025 Q3,All,2025 Q2,El Paso - TX USA - Outlying El Paso County (Cluster),3819413,14.93,167050,99770,0.809155777096748%,627
Retail,2025 Q3,All,2025 Q2,El Paso - TX USA - Outlying El Paso County,3819413,14.93,167050,99770,0.809155777096748%,627
Retail,2025 Q3,All,2025 Q2,El Paso - TX USA - West (Cluster),10332831,19.45,-129309,17249,4.6517550945282%,783
Retail,2025 Q3,All,2025 Q2,El Paso - TX USA - West,10332831,19.45,-129309,17249,4.6517550945282%,783
Retail,2025 Q3,All,2025 Q2,Elizabethtown-Fort Knox - KY USA - Meade County (Cluster),719526,14.83,-30463,-87,5.34768737852573%,94
Retail,2025 Q3,All,2025 Q2,Elizabethtown-Fort Knox - KY USA - Meade County,719526,14.83,-30463,-87,5.34768737852573%,94
Retail,2025 Q3,All,2025 Q2,Elkhart - IN USA - Downtown Elkhart,1127802,10.77,23328,-137,0.453182402998209%,158
Retail,2025 Q3,All,2025 Q2,Elkhart - IN USA - Elkhart County (Cluster),14027727,11.25,36555,-2019,1.55536960810423%,1420
Retail,2025 Q3,All,2025 Q2,Elkhart - IN USA - Outlying Elkhart County,12899925,11.29,13227,-1882,1.65173057466745%,1262
Retail,2025 Q3,All,2025 Q2,Erie - PA USA - Downtown Erie (Cluster),1531113,11.13,-41646,-232,3.77209261059761%,140
Retail,2025 Q3,All,2025 Q2,Erie - PA USA - Downtown Erie,1531113,11.13,-41646,-232,3.77209261059761%,140
Retail,2025 Q3,All,2025 Q2,Erie - PA USA - Greater Erie (Cluster),4470572,10.07,16334,-544,3.94126288592815%,604
Retail,2025 Q3,All,2025 Q2,Erie - PA USA - Greater Erie,4470572,10.07,16334,-544,3.94126288592815%,604
Retail,2025 Q3,All,2025 Q2,Erie - PA USA - Outlying Erie County (Cluster),14846299,12.66,25351,48152,3.88983823359013%,1154
Retail,2025 Q3,All,2025 Q2,Erie - PA USA - Outlying Erie County,14846299,12.66,25351,48152,3.88983823359013%,1154
Retail,2025 Q3,All,2025 Q2,Eugene - OR USA - Lane County (Cluster),23974297,18.44,-162626,84826,3.26165556907654%,2589
Retail,2025 Q3,All,2025 Q2,Eugene - OR USA - Lane County,23974297,18.44,-162626,84826,3.26165556907654%,2589
Retail,2025 Q3,All,2025 Q2,Evansville - IN USA - Downtown Evansville (Cluster),1378167,13.02,13455,-199,2.13450193405151%,143
Retail,2025 Q3,All,2025 Q2,Evansville - IN USA - Downtown Evansville,1378167,13.02,13455,-199,2.13450193405151%,143
Retail,2025 Q3,All,2025 Q2,Evansville - IN USA - Eastside (Cluster),10142447,13.49,-168086,-1649,3.68961244821548%,594
Retail,2025 Q3,All,2025 Q2,Evansville - IN USA - Eastside,10142447,13.49,-168086,-1649,3.68961244821548%,594
Retail,2025 Q3,All,2025 Q2,Evansville - IN USA - Henderson County (Cluster),2121216,11.84,-17314,3198,3.94321009516716%,185
Retail,2025 Q3,All,2025 Q2,Evansville - IN USA - Henderson County,2121216,11.84,-17314,3198,3.94321009516716%,185
Retail,2025 Q3,All,2025 Q2,Evansville - IN USA - Northside/Airport (Cluster),2741362,11.08,-17811,11736,4.48539815843105%,335
Retail,2025 Q3,All,2025 Q2,Evansville - IN USA - Northside/Airport,2741362,11.08,-17811,11736,4.48539815843105%,335
Retail,2025 Q3,All,2025 Q2,Evansville - IN USA - Posey County (Cluster),683085,9.64,-6380,-97,3.29007357358932%,75
Retail,2025 Q3,All,2025 Q2,Evansville - IN USA - Posey County,683085,9.64,-6380,-97,3.29007357358932%,75
Retail,2025 Q3,All,2025 Q2,Evansville - IN USA - Warrick County (Cluster),2471646,13.2,28138,9606,1.42475906759501%,315
Retail,2025 Q3,All,2025 Q2,Evansville - IN USA - Warrick County,2471646,13.2,28138,9606,1.42475906759501%,315
Retail,2025 Q3,All,2025 Q2,Evansville - IN USA - Westside (Cluster),2958587,12.77,8316,-3287,2.82198898494244%,244
Retail,2025 Q3,All,2025 Q2,Evansville - IN USA - Westside,2958587,12.77,8316,-3287,2.82198898494244%,244
Retail,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Downtown Fayetteville (Cluster),1292797,16.32,-35169,-141,4.74475100636482%,233
Retail,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Downtown Fayetteville,1292797,16.32,-35169,-141,4.74475100636482%,233
Retail,2025 Q3,All,2025 Q2,Fayetteville - NC USA - East Fayetteville (Cluster),939953,15.07,-1965,14900,3.76337952911854%,120
Retail,2025 Q3,All,2025 Q2,Fayetteville - NC USA - East Fayetteville,939953,15.07,-1965,14900,3.76337952911854%,120
Retail,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Hoke County (Cluster),617530,22.37,2247,-85,2.07649823278189%,59
Retail,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Hoke County,617530,22.37,2247,-85,2.07649823278189%,59
Retail,2025 Q3,All,2025 Q2,Fayetteville - NC USA - North Fayetteville (Cluster),5666784,15.21,-31412,3883,4.25084121525288%,564
Retail,2025 Q3,All,2025 Q2,Fayetteville - NC USA - North Fayetteville,5666784,15.21,-31412,3883,4.25084121525288%,564
Retail,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Raeford (Cluster),436141,14.31,-628,-49,0.660795485600829%,67
Retail,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Raeford,436141,14.31,-628,-49,0.660795485600829%,67
Retail,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Southwest Fayetteville (Cluster),12019697,20.58,76136,-1745,3.44898030161858%,949
Retail,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Southwest Fayetteville,12019697,20.58,76136,-1745,3.44898030161858%,949
Retail,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Spring Lake (Cluster),1672872,16.91,-11029,-218,0.884945131838322%,196
Retail,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Spring Lake,1672872,16.91,-11029,-218,0.884945131838322%,196
Retail,2025 Q3,All,2025 Q2,Flint - MI USA - Flint (Cluster),28547773,12.49,-318479,244094,8.24704989790916%,2694
Retail,2025 Q3,All,2025 Q2,Flint - MI USA - Flint,28547773,12.49,-318479,244094,8.24704989790916%,2694
Retail,2025 Q3,All,2025 Q2,Fond du Lac - WI USA - Fond du Lac,6153621,12.74,4839,1560,2.95928195118904%,606
Retail,2025 Q3,All,2025 Q2,Fond du Lac - WI USA - Fond du Lac County (Cluster),6153621,12.74,4839,1560,2.95928195118904%,606
Retail,2025 Q3,All,2025 Q2,Fort Collins - CO USA - Fort Collins  (Cluster),20058067,22.85,234017,-1571,4.34771701693535%,1533
Retail,2025 Q3,All,2025 Q2,Fort Collins - CO USA - Fort Collins,20058067,22.85,234017,-1571,4.34771701693535%,1533
Retail,2025 Q3,All,2025 Q2,Fort Collins - CO USA - Outer Larimer County  (Cluster),2753313,24.22,-7038,-239,0.689605576917529%,199
Retail,2025 Q3,All,2025 Q2,Fort Collins - CO USA - Outer Larimer County,2753313,24.22,-7038,-239,0.689605576917529%,199
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Commercial Blvd (Cluster),1615815,25.24,-43852,7270,12.7166166901588%,97
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Commercial Blvd,1615815,25.24,-43852,7270,12.7166166901588%,97
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Cypress Creek (Cluster),2726198,32.81,-28400,-780,3.88522781431675%,227
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Cypress Creek,2726198,32.81,-28400,-780,3.88522781431675%,227
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Downtown Fort Lauderdale (Cluster),5047235,53.88,-37713,55186,5.92252984642982%,434
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Downtown Fort Lauderdale,5047235,53.88,-37713,55186,5.92252984642982%,434
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Fort Lauderdale (Cluster),20561723,33.43,-278578,-5733,4.58639562129974%,2193
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Fort Lauderdale,20561723,33.43,-278578,-5733,4.58639562129974%,2193
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Hallandale (Cluster),4807896,40.68,-6356,28608,2.64184158295393%,554
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Hallandale,4807896,40.68,-6356,28608,2.64184158295393%,554
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Hollywood (Cluster),11828515,36.67,-78435,15511,4.72898744046688%,1117
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Hollywood,11828515,36.67,-78435,15511,4.72898744046688%,1117
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - NW Broward/Coral Springs (Cluster),14136327,33.07,155551,12083,3.63103523850441%,693
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - NW Broward/Coral Springs,14136327,33.07,155551,12083,3.63103523850441%,693
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Outlying Broward County (Cluster),527269,40.1,-8491,-154,2.90989987552166%,27
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Outlying Broward County,527269,40.1,-8491,-154,2.90989987552166%,27
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Plantation (Cluster),13287308,32.12,-67722,-102646,4.60927821695805%,575
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Plantation,13287308,32.12,-67722,-102646,4.60927821695805%,575
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Pompano Beach (Cluster),16277664,33.75,-88343,189501,5.02887889742851%,1115
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Pompano Beach,16277664,33.75,-88343,189501,5.02887889742851%,1115
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Sawgrass Park (Cluster),4670126,40.16,-5363,-1444,1.65068358182907%,89
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Sawgrass Park,4670126,40.16,-5363,-1444,1.65068358182907%,89
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Southwest Broward (Cluster),16774581,42.42,-51149,-98705,2.3423595353961%,686
Retail,2025 Q3,All,2025 Q2,Fort Lauderdale - FL USA - Southwest Broward,16774581,42.42,-51149,-98705,2.3423595353961%,686
Retail,2025 Q3,All,2025 Q2,Fort Myers - FL USA - Bonita Springs,4040870,21.97,38746,92162,3.79621237516403%,295
Retail,2025 Q3,All,2025 Q2,Fort Myers - FL USA - Cape Coral,9905199,22.27,-8075,67992,2.41888128221035%,853
Retail,2025 Q3,All,2025 Q2,Fort Myers - FL USA - City of Ft Myers,8714740,19.39,-77556,22700,2.35476903617382%,800
Retail,2025 Q3,All,2025 Q2,Fort Myers - FL USA - Estero,4313878,30.11,27803,85114,7.11151286959648%,167
Retail,2025 Q3,All,2025 Q2,Fort Myers - FL USA - Lee County (Cluster),49669295,22.61,-315940,76141,3.3999677747488%,3654
Retail,2025 Q3,All,2025 Q2,Fort Myers - FL USA - Lehigh,1796742,20.25,11535,2218,0.719747180119157%,159
Retail,2025 Q3,All,2025 Q2,Fort Myers - FL USA - North Ft Myers,2024159,15.74,-56999,-296,5.78348822891712%,181
Retail,2025 Q3,All,2025 Q2,Fort Myers - FL USA - S Ft Myers/San Carlos,17546257,23.32,-245116,-193578,3.55119034647942%,1009
Retail,2025 Q3,All,2025 Q2,Fort Myers - FL USA - The Islands,1327450,29.89,-6278,-171,2.30901353061199%,190
Retail,2025 Q3,All,2025 Q2,Fort Smith - AR USA - Crawford County (Cluster),2311133,10.33,-472,-289,0.483096390962601%,251
Retail,2025 Q3,All,2025 Q2,Fort Smith - AR USA - Crawford County,2311133,10.33,-472,-289,0.483096390962601%,251
Retail,2025 Q3,All,2025 Q2,Fort Smith - AR USA - Downtown Ft Smith (Cluster),1527572,11.53,6676,-194,0.802646297961473%,174
Retail,2025 Q3,All,2025 Q2,Fort Smith - AR USA - Downtown Ft Smith,1527572,11.53,6676,-194,0.802646297961473%,174
Retail,2025 Q3,All,2025 Q2,Fort Smith - AR USA - Greater Ft Smith (Cluster),9551036,14.62,-38362,-1380,2.46068593114614%,699
Retail,2025 Q3,All,2025 Q2,Fort Smith - AR USA - Greater Ft Smith,9551036,14.62,-38362,-1380,2.46068593114614%,699
Retail,2025 Q3,All,2025 Q2,Fort Smith - AR USA - Le Flore County (Cluster),1518914,9.91,-21251,-177,4.33349087834358%,185
Retail,2025 Q3,All,2025 Q2,Fort Smith - AR USA - Le Flore County,1518914,9.91,-21251,-177,4.33349087834358%,185
Retail,2025 Q3,All,2025 Q2,Fort Smith - AR USA - Outlying Sebastian County (Cluster),918775,12.43,-3155,-114,2.3353923112154%,118
Retail,2025 Q3,All,2025 Q2,Fort Smith - AR USA - Outlying Sebastian County,918775,12.43,-3155,-114,2.3353923112154%,118
Retail,2025 Q3,All,2025 Q2,Fort Smith - AR USA - Sequoyah County (Cluster),1384037,9.33,-42361,5798,6.07115253806114%,187
Retail,2025 Q3,All,2025 Q2,Fort Smith - AR USA - Sequoyah County,1384037,9.33,-42361,5798,6.07115253806114%,187
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - Columbia City (Cluster),590443,12.84,-611,-80,3.37306074798107%,73
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - Columbia City,590443,12.84,-611,-80,3.37306074798107%,73
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - Downtown Fort Wayne (Cluster),605134,13.81,-21676,-65,3.5714402794838%,101
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - Downtown Fort Wayne,605134,13.81,-21676,-65,3.5714402794838%,101
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - New Haven (Cluster),1467683,10.89,-27775,3617,6.58766254782677%,167
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - New Haven,1467683,10.89,-27775,3617,6.58766254782677%,167
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - North Fort Wayne (Cluster),11033492,13.23,-28265,1530,3.68795283138752%,716
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - North Fort Wayne,11033492,13.23,-28265,1530,3.68795283138752%,716
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - Outlying Allen County (Cluster),6622621,16.42,69760,62942,2.14904341846704%,456
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - Outlying Allen County,6622621,16.42,69760,62942,2.14904341846704%,456
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - Outlying Whitley County (Cluster),848974,11.25,-1283,-131,1.04102129116654%,72
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - Outlying Whitley County,848974,11.25,-1283,-131,1.04102129116654%,72
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - South Fort Wayne (Cluster),7607248,13.95,-69507,-1124,3.31921614706516%,779
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - South Fort Wayne,7607248,13.95,-69507,-1124,3.31921614706516%,779
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - Wells County (Cluster),1357563,9.94,-12239,-201,1.74238681793213%,127
Retail,2025 Q3,All,2025 Q2,Fort Wayne - IN USA - Wells County,1357563,9.94,-12239,-201,1.74238681793213%,127
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - Clovis,6625688,22.19,-61538,-557,7.02689290046692%,475
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - Coalinga,494770,16.02,-25324,-34,10.8367525041103%,55
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - Downtown Fresno,3248596,14.5,-65699,-221,6.52466490864754%,396
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - E Outlying Fresno Cnty,1722294,17.46,10525,5895,1.1223983950913%,306
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - East Shaw,3625352,20.79,-79306,-333,5.94847053289413%,204
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - Fowler/Selma,2046493,16.73,-23756,-137,2.58984509855509%,280
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - Fresno County  (Cluster),49524380,19.41,-368198,9705,5.60689494013786%,4923
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - Midtown East,4494332,16.65,-167995,-345,9.73041132092476%,453
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - Midtown West,1783213,16.27,-26435,-90,5.15300184488297%,298
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - N Shaw/E Blackstone,2057257,19.25,6850,-188,8.00585448741913%,119
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - N Shaw/W Blackstone,2791283,21.99,-3127,-255,5.70160746574402%,177
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - North Blackstone,3610647,26.1,-34913,-342,3.71232628822327%,179
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - Reedley,1316121,13.9,-903,-74,2.67627369612455%,218
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - Sanger,1155368,16.81,24401,-70,2.85770427435637%,163
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - South Blackstone,643305,16.62,-1762,-31,5.63853830099106%,111
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - Southeast Fresno,4488287,19.93,-63621,-325,3.41078899800777%,571
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - W Outlying Fresno Cnty,2091052,18.27,5052,-122,0.791132915765047%,307
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - West Fresno,1470169,18.71,10197,10446,1.25965112820268%,221
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - West Shaw,4125513,17.48,114409,-3381,10.0181721150875%,250
Retail,2025 Q3,All,2025 Q2,Fresno - CA USA - Woodward,1734640,25.79,14747,-131,3.72307784855366%,140
Retail,2025 Q3,All,2025 Q2,Gadsden - AL USA - Etowah County (Cluster),6489289,16.61,-39090,11617,4.99553941190243%,602
Retail,2025 Q3,All,2025 Q2,Gadsden - AL USA - Etowah County,6489289,16.61,-39090,11617,4.99553941190243%,602
Retail,2025 Q3,All,2025 Q2,Gainesville - GA USA - Braselton/W Jackson,742620,20.17,64502,49862,4.93980757892132%,89
Retail,2025 Q3,All,2025 Q2,Gainesville - GA USA - E Jackson,2373487,15.43,2400,-385,3.34794335067272%,217
Retail,2025 Q3,All,2025 Q2,Gainesville - GA USA - Gainesville/Hall Cnty,11907784,20.22,-62847,32310,4.13589961826801%,1144
Retail,2025 Q3,All,2025 Q2,Gainesville - GA USA - NE Atlanta Outlying  (Cluster),19266586,19.61,52104,179387,3.95650789141655%,1831
Retail,2025 Q3,All,2025 Q2,Gainesville - GA USA - S Barrow,4242695,20.11,48049,97600,3.62135395407677%,381
Retail,2025 Q3,All,2025 Q2,Gettysburg - PA USA - Adams County,3618611,12.53,-21627,20207,2.3054426535964%,392
Retail,2025 Q3,All,2025 Q2,Gettysburg - PA USA - Gettysburg (Cluster),3618611,12.53,-21627,20207,2.3054426535964%,392
Retail,2025 Q3,All,2025 Q2,Glens Falls - NY USA - Warren County (Cluster),7938726,16.63,74072,3303,7.43970721960068%,840
Retail,2025 Q3,All,2025 Q2,Glens Falls - NY USA - Warren County,7938726,16.63,74072,3303,7.43970721960068%,840
Retail,2025 Q3,All,2025 Q2,Glens Falls - NY USA - Washington County,2793983,10.53,-79319,57338,4.18753437697887%,475
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Ada/Lowell,2038147,15.97,-13794,-288,2.24046651273966%,238
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Barry County (Cluster),2301539,12.03,-3299,-310,2.84135956317186%,321
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Barry County,2301539,12.03,-3299,-310,2.84135956317186%,321
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Byron/Gaines,2810948,15.71,-5194,-442,1.24694583937526%,229
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Central Grand Rapids,8075643,15.97,-6543,3257,2.9051061719656%,1376
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Comstock/Alpine,3019715,16.39,24613,-503,4.21307981014252%,194
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - E Ottawa Cnty/Hudsonville,2814472,13.74,38636,21711,0.563658121973276%,287
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Grand Haven/Ferrysburg,2528737,15.03,13418,-333,1.20471203699708%,344
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Holland East,2633892,13.88,-1767,-436,5.23882545530796%,167
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Holland North,1152516,16.12,6381,5606,0.764848385006189%,67
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Holland West,3942331,13.72,47794,-601,1.0835213586688%,400
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Kent County (Cluster),45735593,15.64,-29682,66056,3.36824543774128%,4449
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Northeast Grand Rapids,3511992,14.85,21999,42727,4.97341677546501%,282
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Northern Ottawa County,1165836,11.27,94566,102634,2.33909394592047%,155
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Ottawa County (Cluster),15057510,13.85,205711,128466,1.83872375637293%,1531
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Outlying Kent County,3335848,12.75,-33780,4547,1.83497574180365%,448
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - S Grand Rapids/Kentwood,4019720,12.09,-11005,-576,3.83675992488861%,485
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - SE Grand Rapids/Cascade,8676771,17.07,-4907,10502,2.39093545824289%,426
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - SE Kent County/Caledonia,777453,12.86,24621,4405,0.341756991110742%,120
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Southwestern Grand Rapids,7875128,17.2,-1315,2671,5.75114451348782%,485
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - W Grand Rapids/Walker,1594228,14.69,-24377,-244,2.81107854098082%,166
Retail,2025 Q3,All,2025 Q2,Grand Rapids - MI USA - Zeeland,819726,11.65,6683,-115,1.67763382196426%,111
Retail,2025 Q3,All,2025 Q2,Greeley - CO USA - Greeley  (Cluster),13095333,18.56,100364,19088,2.34534703195095%,1344
Retail,2025 Q3,All,2025 Q2,Greeley - CO USA - Greeley,13095333,18.56,100364,19088,2.34534703195095%,1344
Retail,2025 Q3,All,2025 Q2,Green Bay - WI USA - Ashwaubenon (Cluster),2795937,14.33,-24895,-453,2.39050444215536%,200
Retail,2025 Q3,All,2025 Q2,Green Bay - WI USA - Ashwaubenon,2795937,14.33,-24895,-453,2.39050444215536%,200
Retail,2025 Q3,All,2025 Q2,Green Bay - WI USA - Bellevue/De Pere (Cluster),1030429,14.19,-19031,-138,2.93673798441887%,148
Retail,2025 Q3,All,2025 Q2,Green Bay - WI USA - Bellevue/De Pere,1030429,14.19,-19031,-138,2.93673798441887%,148
Retail,2025 Q3,All,2025 Q2,Green Bay - WI USA - Green Bay (Cluster),11269033,14.49,18401,39410,2.77900509536266%,906
Retail,2025 Q3,All,2025 Q2,Green Bay - WI USA - Green Bay,11269033,14.49,18401,39410,2.77900509536266%,906
Retail,2025 Q3,All,2025 Q2,Green Bay - WI USA - Howard (Cluster),2553900,12.73,468,-417,0.56012375280261%,181
Retail,2025 Q3,All,2025 Q2,Green Bay - WI USA - Howard,2553900,12.73,468,-417,0.56012375280261%,181
Retail,2025 Q3,All,2025 Q2,Green Bay - WI USA - Kewaunee County (Cluster),796688,9.91,15644,-92,0.531701231375337%,137
Retail,2025 Q3,All,2025 Q2,Green Bay - WI USA - Kewaunee County,796688,9.91,15644,-92,0.531701231375337%,137
Retail,2025 Q3,All,2025 Q2,Green Bay - WI USA - Oconto County (Cluster),1295093,8.65,-2231,-145,1.551085524261%,248
Retail,2025 Q3,All,2025 Q2,Green Bay - WI USA - Oconto County,1295093,8.65,-2231,-145,1.551085524261%,248
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - Airport/W Guilford County,2895970,22.95,16016,10207,1.67885031551123%,290
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - Asheboro CBD,878217,12.97,-6436,-97,1.26221654936671%,142
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - Central Guilford County,9938481,21.12,-37784,58458,5.55468201637268%,533
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - Greensboro CBD,1780808,17.67,14984,-208,1.55536141246557%,259
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - Guilford County (Cluster),40585929,19.47,-178857,65710,4.78188879787922%,3608
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - High Point/SW Guilford Cty,9901134,15.07,-75002,4315,7.50521123409271%,925
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - NE Guilford County,4211903,16.13,-23127,4267,2.38250978291035%,489
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - NE Randolph County,1259057,12.84,-10406,-151,1.33917685598135%,176
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - North Asheboro,476534,12.77,1079,-58,0.0975796079728752%,61
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - NW Guilford County,7088714,26.44,-12054,295,3.11036668717861%,518
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - NW Randolph Cnty/Archdale,866491,16.74,1610,-93,0.457592727616429%,140
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - Randleman,50280,13.49,-51,-4,0.0954653951339424%,11
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - Randolph County (Cluster),6158547,14.01,-16071,-765,2.21182033419609%,777
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - Rockingham County (Cluster),6164690,10.49,-108209,-3795,4.93337064981461%,693
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - Rockingham County,6164690,10.49,-108209,-3795,4.93337064981461%,693
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - SE Guilford County,929005,15.18,-3285,-119,5.97962327301502%,111
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - SE Randolph County,1975383,14.35,-3020,-291,4.8393651843071%,147
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - South Greensboro,2117384,15.21,6553,-11315,3.45038957893848%,218
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - SW Randolph County,652585,13.99,1153,-71,1.25592835247517%,100
Retail,2025 Q3,All,2025 Q2,Greensboro - NC USA - West Greensboro,1722530,18.18,-65158,-190,6.95848539471626%,265
Retail,2025 Q3,All,2025 Q2,Greenville - SC USA - Anderson  (Cluster),14568945,15.59,-36791,-20959,3.39137800037861%,1815
Retail,2025 Q3,All,2025 Q2,Greenville - SC USA - Anderson Cy N of I-85,596392,13.45,8003,-52,1.2798628769815%,121
Retail,2025 Q3,All,2025 Q2,Greenville - SC USA - Anderson Cy S of I-85,7453633,12.81,-48167,-34842,3.19088697433472%,1179
