Property Class Name,Period,Slice,As Of,Geography Name,Inventory SF,Market Asking Rent/SF,Net Absorption SF 12 Mo,Net Delivered SF 12 Mo,Vacancy Rate,Existing Buildings
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Grant County  (Cluster),1191517,8.13,-4520,-343,1.35768102481961%,25
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Grant County,1191517,8.13,-4520,-343,1.35768102481961%,25
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Hamilton,4248094,5.81,-6785,-1722,1.66201591491699%,147
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - I-71 Corridor,15863587,10.25,-32096,115331,2.83207073807716%,296
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Monroe/Middletown,37710171,6.71,-191822,-11938,8.61735120415688%,558
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Northeast Cincinnati  (Cluster),72222245,7.85,-775478,35818,3.31653505563736%,1937
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Northern Cincinnati  (Cluster),163190154,7.57,1388678,925545,5.3540300577879%,2804
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Northern Kentucky  (Cluster),90751862,7.45,381059,323264,9.720079600811%,1119
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Northwest Cincinnati  (Cluster),13766767,7.17,19228,7382,5.26294223964214%,507
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Ohio County  (Cluster),26338,9.67,-93,-6,0.330321211367846%,4
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Ohio County,26338,9.67,-93,-6,0.330321211367846%,4
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Pendleton County  (Cluster),453982,7.96,-1613,-126,0.327546033076942%,18
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Pendleton County,453982,7.96,-1613,-126,0.327546033076942%,18
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Southeast Cincinnati  (Cluster),17850571,8.3,59446,-5162,3.79966571927071%,538
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Tri-County,90029288,7.83,1987810,948429,4.68971394002438%,1455
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - West,9518673,7.77,26013,9104,6.87000155448914%,360
Industrial,2025 Q3,All,2025 Q2,Cincinnati - OH USA - Woodlawn/Evendale,21687111,7.26,97061,-6802,1.23273218050599%,411
Industrial,2025 Q3,All,2025 Q2,Clarksville - TN USA - Christian County  (Cluster),6864068,6.2,38504,1870,2.99675054848194%,80
Industrial,2025 Q3,All,2025 Q2,Clarksville - TN USA - Christian County,6864068,6.2,38504,1870,2.99675054848194%,80
Industrial,2025 Q3,All,2025 Q2,Clarksville - TN USA - Montgomery County  (Cluster),14531421,9.28,54823,226184,1.67942978441715%,342
Industrial,2025 Q3,All,2025 Q2,Clarksville - TN USA - Montgomery County,14531421,9.28,54823,226184,1.67942978441715%,342
Industrial,2025 Q3,All,2025 Q2,Clarksville - TN USA - Trigg County  (Cluster),906408,6.9,2628,100395,10.7865333557129%,15
Industrial,2025 Q3,All,2025 Q2,Clarksville - TN USA - Trigg County,906408,6.9,2628,100395,10.7865333557129%,15
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Airport,24406615,8.11,-55526,-10686,2.47336626052856%,405
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Bedford/Walton Hills,8824894,6.72,304563,274703,10.51409766078%,251
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Brecksville/Vly View,7716255,9.13,155515,24399,4.22425121068954%,155
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Brooklyn Hts,24034600,7.36,-166396,-5289,3.50210107862949%,522
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Downtown  (Cluster),24349183,5.72,-556392,-456813,6.65524154901505%,803
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Downtown,4610806,7.52,2807,-2602,1.24492337927222%,217
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Downtown East,19738377,5.3,-559199,-454211,7.91907086968422%,586
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Downtown South,4501734,5.83,21630,-2461,1.5768812969327%,167
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Downtown Southeast,16221141,4.33,116033,-8652,4.26566787064075%,396
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Downtown West,5349244,5.75,-38716,-33952,7.94835686683655%,210
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - East  (Cluster),7970016,8.68,2906,-3752,4.08371835947037%,198
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - East,7970016,8.68,2906,-3752,4.08371835947037%,198
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - East Lake County,10158740,6.65,-69875,-4342,1.38558521866798%,339
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Eastlake/S Willoughby,10886205,6.84,-188542,-4529,2.12686602026224%,424
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Euclid,24706561,4.46,-712117,-11970,4.79362159967422%,477
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Geauga County  (Cluster),11270190,7.5,-33228,-5089,3.04238889366388%,440
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Geauga County,11270190,7.5,-33228,-5089,3.04238889366388%,440
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Kirtland/Willby Hills,471561,8.47,1847,-192,0.670538889244199%,25
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Lakewood,8674283,5.82,-192916,-3986,2.48505845665932%,183
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Linndale/Westpark,15405641,6.28,-277691,-6912,3.29452715814114%,420
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Lorain/Avon Lake,30161022,6.1,258746,416410,4.20230776071548%,768
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Maple Hts/I-480,11286689,6.09,-463830,-5204,4.77498769760132%,314
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Medina County  (Cluster),24601192,6.77,-252126,3711,4.04548272490501%,660
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Medina County,24601192,6.77,-252126,3711,4.04548272490501%,660
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Mentor/N Willoughby,19060826,7.67,-164802,-35182,2.08836179226637%,562
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Middleburg Hts/Parma,1987555,7.36,-7066,-827,3.6446288228035%,81
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - N Olmsted/Fairview,1311004,8.22,674,-592,11.9690708816051%,37
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Northeast  (Cluster),71072525,6.12,-903378,-59110,3.37251983582973%,1977
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Outlying Lorain  (Cluster),8512513,5.94,-134561,1821,3.95957119762897%,250
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Outlying Lorain,8512513,5.94,-134561,1821,3.95957119762897%,250
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Solon,18371909,7.79,489166,-8406,3.64640913903713%,229
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - South  (Cluster),36252589,7.57,10749,16649,3.41674089431763%,844
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Southeast  (Cluster),69066834,6.35,416326,245842,5.25027550756931%,1475
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Southwest  (Cluster),53938484,7.56,-323149,-23585,2.98567153513432%,1255
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Strongsville/N Rylton,10827669,8.1,16460,-4568,2.49235555529594%,312
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Warrensville Hts,14362201,6.76,-29606,-6599,5.55310435593128%,285
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - West  (Cluster),48562868,6.19,19039,376583,3.97455729544163%,1300
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Westlake/Rocky River,4378319,8.03,-8075,-1889,0.501608056947589%,139
Industrial,2025 Q3,All,2025 Q2,Cleveland - OH USA - Wickliffe/Willowick,5788632,5.56,230111,-2895,7.58524611592293%,150
Industrial,2025 Q3,All,2025 Q2,Coeur d'Alene - ID USA - Coeur D'Alene (Cluster),10632976,10.17,79012,47124,6.1603732407093%,875
Industrial,2025 Q3,All,2025 Q2,Coeur d'Alene - ID USA - Coeur D'Alene CBD,272475,10.79,-6253,-10,5.96238188445568%,37
Industrial,2025 Q3,All,2025 Q2,Coeur d'Alene - ID USA - Greater Coeur D'Alene,2203790,9.72,-4670,-106,3.61436419188976%,223
Industrial,2025 Q3,All,2025 Q2,Coeur d'Alene - ID USA - Hayden/Dalton Gardens,3591781,10.12,36205,43622,2.10018381476402%,407
Industrial,2025 Q3,All,2025 Q2,Coeur d'Alene - ID USA - Kootenai (Cluster),235069,10.59,9493,-14,1.71992052346468%,23
Industrial,2025 Q3,All,2025 Q2,Coeur d'Alene - ID USA - Kootenai,235069,10.59,9493,-14,1.71992052346468%,23
Industrial,2025 Q3,All,2025 Q2,Coeur d'Alene - ID USA - Post Falls,4564930,10.38,53730,3618,10.5959564447403%,208
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - CBD  (Cluster),313488,12.6,-420,-47,2.99054514616728%,23
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - CBD,313488,12.6,-420,-47,2.99054514616728%,23
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - Greater CBD  (Cluster),1684013,11.59,-40348,-142,4.29242514073849%,146
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - Greater CBD,1684013,11.59,-40348,-142,4.29242514073849%,146
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - North  (Cluster),5665874,10.78,182552,-522,1.31458975374699%,325
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - North,5665874,10.78,182552,-522,1.31458975374699%,325
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - Northeast  (Cluster),3351113,14.52,36532,-362,5.56367374956608%,136
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - Northeast,3351113,14.52,36532,-362,5.56367374956608%,136
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - Northwest  (Cluster),8542182,11.36,-576632,134870,12.8033801913261%,231
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - Northwest,8542182,11.36,-576632,134870,12.8033801913261%,231
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - Southeast  (Cluster),20235800,11.36,327207,201886,4.40503470599651%,1011
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - Southeast,20235800,11.36,327207,201886,4.40503470599651%,1011
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - Southwest  (Cluster),2824057,12.07,-2733,-244,1.44391562789679%,204
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - Southwest,2824057,12.07,-2733,-244,1.44391562789679%,204
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - Teller County  (Cluster),322083,12.37,-406,-25,0.11829249560833%,28
Industrial,2025 Q3,All,2025 Q2,Colorado Springs - CO USA - Teller County,322083,12.37,-406,-25,0.11829249560833%,28
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Cayce/West Columbia (Cluster),23344141,9.13,710143,2078606,7.85388052463531%,668
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Cayce/West Columbia,23344141,9.13,710143,2078606,7.85388052463531%,668
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - CBD (Cluster),693224,9.5,813,-265,1.60525310784578%,38
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - CBD,693224,9.5,813,-265,1.60525310784578%,38
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Dutch Fork/Irmo (Cluster),1803848,10.8,-130525,-361,17.3286214470863%,135
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Dutch Fork/Irmo,1803848,10.8,-130525,-361,17.3286214470863%,135
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Fairfield County (Cluster),3135128,5.58,-10309,-714,0.615477282553911%,32
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Fairfield County,3135128,5.58,-10309,-714,0.615477282553911%,32
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Forest Acres (Cluster),262334,9.59,-832,-39,2.2947845980525%,51
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Forest Acres,262334,9.59,-832,-39,2.2947845980525%,51
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Kershaw County (Cluster),7582651,5.51,67381,-1699,14.7575959563255%,164
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Kershaw County,7582651,5.51,67381,-1699,14.7575959563255%,164
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Lexington (Cluster),8136119,10.05,-56721,3177,0.833923369646072%,285
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Lexington,8136119,10.05,-56721,3177,0.833923369646072%,285
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - North Columbia (Cluster),4607281,7.81,-33721,-1125,7.24896118044853%,201
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - North Columbia,4607281,7.81,-33721,-1125,7.24896118044853%,201
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Northeast Columbia (Cluster),10601850,7.91,413620,447070,5.84761165082455%,237
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Northeast Columbia,10601850,7.91,413620,447070,5.84761165082455%,237
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Outlying Calhoun County (Cluster),848009,7.14,26484,-184,3.22355069220066%,25
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Outlying Calhoun County,848009,7.14,26484,-184,3.22355069220066%,25
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Outlying Lexington County (Cluster),1311288,7.5,809,10284,0.722648249939084%,56
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Outlying Lexington County,1311288,7.5,809,10284,0.722648249939084%,56
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Outlying Richland County (Cluster),415751,5.38,-1337,-92,0.299458089284599%,9
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Outlying Richland County,415751,5.38,-1337,-92,0.299458089284599%,9
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Saluda County (Cluster),722877,4.96,-171135,-176,23.6503586173058%,11
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Saluda County,722877,4.96,-171135,-176,23.6503586173058%,11
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Southeast Columbia (Cluster),17607713,7.59,354804,278919,4.60654944181442%,510
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - Southeast Columbia,17607713,7.59,354804,278919,4.60654944181442%,510
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - St Andrews (Cluster),1780630,12.11,-31089,-402,4.2671974748373%,75
Industrial,2025 Q3,All,2025 Q2,Columbia - SC USA - St Andrews,1780630,12.11,-31089,-402,4.2671974748373%,75
Industrial,2025 Q3,All,2025 Q2,Columbus - GA USA - CBD (Cluster),1683736,6.03,32786,-465,1.39119196683168%,75
Industrial,2025 Q3,All,2025 Q2,Columbus - GA USA - CBD,1683736,6.03,32786,-465,1.39119196683168%,75
Industrial,2025 Q3,All,2025 Q2,Columbus - GA USA - Chattahoochee County (Cluster),19477,4.95,-15756,-3,80.8800101280212%,4
Industrial,2025 Q3,All,2025 Q2,Columbus - GA USA - Chattahoochee County,19477,4.95,-15756,-3,80.8800101280212%,4
Industrial,2025 Q3,All,2025 Q2,Columbus - GA USA - Greater Columbus (Cluster),18432348,7.71,76833,-12840,7.06434696912766%,710
Industrial,2025 Q3,All,2025 Q2,Columbus - GA USA - Greater Columbus,18432348,7.71,76833,-12840,7.06434696912766%,710
Industrial,2025 Q3,All,2025 Q2,Columbus - GA USA - Harris County (Cluster),1832557,6.27,-2440,-420,0.84701320156455%,14
Industrial,2025 Q3,All,2025 Q2,Columbus - GA USA - Harris County,1832557,6.27,-2440,-420,0.84701320156455%,14
Industrial,2025 Q3,All,2025 Q2,Columbus - GA USA - Marion County (Cluster),439486,4.23,-1377,-100,0.290566706098616%,5
Industrial,2025 Q3,All,2025 Q2,Columbus - GA USA - Marion County,439486,4.23,-1377,-100,0.290566706098616%,5
Industrial,2025 Q3,All,2025 Q2,Columbus - GA USA - Phenix City (Cluster),2571985,4.42,-170569,-578,19.7350293397903%,48
Industrial,2025 Q3,All,2025 Q2,Columbus - GA USA - Phenix City,2571985,4.42,-170569,-578,19.7350293397903%,48
Industrial,2025 Q3,All,2025 Q2,Columbus - GA USA - Russell County (Cluster),995299,6,-2823,-225,4.50146123766899%,16
Industrial,2025 Q3,All,2025 Q2,Columbus - GA USA - Russell County,995299,6,-2823,-225,4.50146123766899%,16
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Airport,22708316,9.09,92831,25208,5.25650158524513%,479
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Delaware County  (Cluster),17540284,10.95,373390,248875,5.13330921530724%,357
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Delaware County,17540284,10.95,373390,248875,5.13330921530724%,357
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Downtown  (Cluster),1444669,11.31,14320,-917,2.75149531662464%,57
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Downtown,1444669,11.31,14320,-917,2.75149531662464%,57
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Downtown South,15837312,8.06,411365,-6172,8.08449685573578%,350
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Downtown West,16371971,7.76,-4279863,-6208,27.2463887929916%,412
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Dublin,4373356,11.47,-79103,-1593,3.34957875311375%,128
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Fairfield County  (Cluster),13279922,7.51,1508677,244358,9.8824679851532%,344
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Fairfield County,13279922,7.51,1508677,244358,9.8824679851532%,344
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Grandview,4758621,12.74,142518,-2770,5.23784086108208%,199
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Hilliard,29898247,8.43,241124,1090809,9.32377427816391%,486
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - I-70 East Corridor,11124707,8.33,156228,-4745,4.95299324393272%,216
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Licking County  (Cluster),49457215,7.65,4138721,1811886,4.86880019307137%,576
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Licking County,49457215,7.65,4138721,1811886,4.86880019307137%,576
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Madison County  (Cluster),21418915,7.48,-461444,-11883,17.6008075475693%,108
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Madison County,21418915,7.48,-461444,-11883,17.6008075475693%,108
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Morrow County  (Cluster),2332094,6.98,12321,-1076,29.7819465398788%,31
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Morrow County,2332094,6.98,12321,-1076,29.7819465398788%,31
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - N Central Columbus,18498948,9.15,-205146,-8067,3.02354488521814%,596
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Northeast  (Cluster),57835568,9.72,179330,307605,4.5665480196476%,1405
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Northwest  (Cluster),55402195,8.84,-3975322,1080238,13.7975618243217%,1225
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Pickaway County  (Cluster),19799505,6.86,522380,784704,19.8113486170769%,110
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Pickaway County,19799505,6.86,522380,784704,19.8113486170769%,110
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Southeast  (Cluster),105204135,7.71,615366,1285215,7.01726973056793%,1048
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Southeast,78242116,7.55,47773,1296132,7.09475353360176%,482
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Southwest  (Cluster),24537518,8.83,-49894,183681,7.08819031715393%,435
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - SW Columbus,24537518,8.83,-49894,183681,7.08819031715393%,435
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Union County  (Cluster),14982919,9.37,35581,647439,6.26659616827965%,259
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Union County,14982919,9.37,35581,647439,6.26659616827965%,259
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Westerville,6439369,11.64,553254,203637,6.03392980992794%,149
Industrial,2025 Q3,All,2025 Q2,Columbus - OH USA - Worthington,10188935,10.97,-261620,86827,4.90302480757236%,181
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - CBD,1333186,7.94,-26420,-127,6.54739812016487%,94
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Central Business (Cluster),1333186,7.94,-26420,-127,6.54739812016487%,94
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Flour Bluff/Padre Island (Cluster),293922,12.99,-5089,-20,4.27630469202995%,29
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Flour Bluff/Padre Island,293922,12.99,-5089,-20,4.27630469202995%,29
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Mid-City (Cluster),998054,12.34,21703,-98,12.1682792901993%,50
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Mid-City,998054,12.34,21703,-98,12.1682792901993%,50
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Mustang Is/Port Aransas (Cluster),92360,11.2,15617,-7,0.121264613699168%,12
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Mustang Is/Port Aransas,92360,11.2,15617,-7,0.121264613699168%,12
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Northwest (Cluster),6991513,12.12,47536,10270,4.12571653723717%,412
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Northwest,6991513,12.12,47536,10270,4.12571653723717%,412
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Port Area (Cluster),760548,10.82,-1019,-71,0.124646967742592%,46
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Port Area,760548,10.82,-1019,-71,0.124646967742592%,46
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Portland/Ingleside (Cluster),3315281,11.04,-22288,-372,0.781743694096804%,73
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Portland/Ingleside,3315281,11.04,-22288,-372,0.781743694096804%,73
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Rockport/N Aransas (Cluster),469807,10.93,-43405,-23,9.66056287288666%,75
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Rockport/N Aransas,469807,10.93,-43405,-23,9.66056287288666%,75
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - South Side (Cluster),1867796,10.9,-38222,-109,6.27027824521065%,225
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - South Side,1867796,10.9,-38222,-109,6.27027824521065%,225
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Southwest (Cluster),2894819,11.97,276018,349728,4.85038943588734%,195
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - Southwest,2894819,11.97,276018,349728,4.85038943588734%,195
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - West San Patricio Cnty (Cluster),2014134,10.93,7031,-222,6.97282329201698%,44
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - West San Patricio Cnty,2014134,10.93,7031,-222,6.97282329201698%,44
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - West Side (Cluster),10183927,10.48,170550,10837,4.05248403549194%,630
Industrial,2025 Q3,All,2025 Q2,Corpus Christi - TX USA - West Side,10183927,10.48,170550,10837,4.05248403549194%,630
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - Allen/McKinney,23683924,14.39,738582,839922,7.54536688327789%,427
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - Arlington,29920678,10.05,224240,-8185,6.21643997728825%,727
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - Central East Dallas,19458522,11.69,78855,487519,17.6788046956062%,903
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - Delta County,169207,6.18,-243,-17,0.133564218413085%,9
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - Denton,25587083,11.16,1013287,2246498,18.8982501626015%,543
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - DFW Airport  (Cluster),104821038,11.18,352283,1920880,11.6611994802952%,1076
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - E DFW Air/Las Colinas,78955625,10.63,151463,973112,11.0694773495197%,526
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - East Brookhollow,9544820,13.37,-36037,457,4.51342202723026%,285
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - East Dallas  (Cluster),80359278,9.45,3174105,1578869,14.5844578742981%,2162
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - East Dallas/Mesquite,36354163,9.82,1405679,351765,8.35645943880081%,725
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - East Ft Worth,30244024,10.11,191465,1560205,10.665637254715%,1150
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - East Hines North,22674704,10.94,-185380,-5871,5.70315271615982%,929
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - Eastern Lonestar/Tpke,32458226,8.15,1415502,178360,6.94392547011375%,529
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - Forney/Terrll/Kauf Cy,23526485,7.11,1686164,724905,21.9079732894897%,467
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - Great SW/Arlington  (Cluster),134464113,9.44,259818,1616359,8.43189731240273%,2009
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - Hood County,1773728,11.77,52015,1900,4.89855259656906%,194
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - Hunt County,10166242,8.95,233701,160439,7.08806663751602%,284
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - Johnson County,16998891,9.45,185214,226655,3.33119370043278%,706
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - Lewisville,37689778,11.19,-592144,371627,8.31523314118385%,568
Industrial,2025 Q3,All,2025 Q2,Dallas-Fort Worth - TX USA - Lower Great Southwest,43921429,9.21,-3144,273387,6.8830206990242%,635
